,name,place_id,types,tel,location,Lat,Lng,vicinity,Village,District,City,rating,user_ratings_total,reviews_num,senti_score
6004,名廚料理會館,ChIJI1Qjqx-yQjQRPFS1K0Ct_ck,"('restaurant', 'food')",+886 2 2862 6599 ,"[25.17799500000001, 121.5394554]",25.17799500000001,121.5394554,北投區竹子湖路67-8號,湖田里,北投區,臺北市,3.8,419.0,420.0,0.41100000000000003
6005,彩景海芋園,ChIJBdVGYB6yQjQRH5kdBJXMMOM,"('restaurant', 'food')",+886 2 2861 8788 ,"[25.1765844, 121.53975390000001]",25.1765844,121.53975390000001,北投區竹子湖路68-2號號,湖田里,北投區,臺北市,3.7,105.0,105.0,0.469
6006,頂湖山農園,ChIJjTVHSByyQjQR0lWw5s5V4bY,"('restaurant', 'food')",+886 2 2861 8570 ,"[25.1737829, 121.54045590000001]",25.1737829,121.54045590000001,北投區竹子湖路64號,湖田里,北投區,臺北市,4.6,134.0,134.0,0.475
6007,媽媽味餐廳,ChIJuQwe6_axQjQRaoGFMIyNnOs,"('restaurant', 'food')",+886 2 2862 3343 ,"[25.175065600000003, 121.5327432]",25.175065600000003,121.5327432,北投區竹子湖路51號,湖田里,北投區,臺北市,4.5,434.0,435.0,0.461
6008,綠山谷海芋園餐廳,ChIJuT8IER-yQjQRVJSCPadiCTY,"('restaurant', 'food')",+886 2 2862 2969 ,"[25.1790095, 121.5397941]",25.1790095,121.5397941,北投區竹子湖路67之8號,湖田里,北投區,臺北市,4.1,262.0,262.0,0.546
6009,櫻花湖美食館,ChIJT2n69jezQjQR2_-qejJwyaE,"('restaurant', 'food')",,"[25.1781617, 121.542367]",25.1781617,121.542367,北投區竹子湖路67-10號,湖田里,北投區,臺北市,3.0,1.0,1.0,
6010,頂湖小鎮,ChIJC53a1VmzQjQR5faDSNjKYaU,"('restaurant', 'food')",+886 2 2861 6060 ,"[25.177127, 121.54012959999999]",25.177127,121.54012959999999,北投區竹子湖路68號,湖田里,北投區,臺北市,2.7,7.0,7.0,0.33
6011,茗採園野菜餐廳,ChIJkVcqyfWxQjQR_gxwVWI_1A4,"('restaurant', 'food')",,"[25.177567, 121.534699]",25.177567,121.534699,北投區竹子湖路56-1號,湖田里,北投區,臺北市,,,,
6012,陳家莊餐廳,ChIJJyOpzvWxQjQRzwf11a4q6q0,"('restaurant', 'food')",+886 2 2862 2298 ,"[25.177564999999998, 121.53452]",25.177564999999998,121.53452,北投區竹子湖路56號,湖田里,北投區,臺北市,,,,
6013,馬槽花藝村(陽明山溫泉),ChIJWaI_a06yQjQRFYcU90weW1A,"('spa', 'lodging', 'restaurant', 'food')",+886 2 2861 6351#2 ,"[25.1888735, 121.5693922]",25.1888735,121.5693922,士林區竹子湖路251巷20號,菁山里,士林區,臺北市,4.1,6234.0,6243.0,0.32
6014,日月農莊,ChIJcXsuckSyQjQRNTpTeVKGEfM,"('spa', 'restaurant', 'food')",+886 2 2861 4096 ,"[25.1801348, 121.5674305]",25.1801348,121.5674305,士林區竹子湖路211巷8號,菁山里,士林區,臺北市,3.8,797.0,799.0,0.382
6015,華之友自然景觀農園,ChIJwX27lTiyQjQR2lLc9iEBZNw,"('restaurant', 'food')",+886 932 171 150 ,"[25.1829196, 121.55867820000002]",25.1829196,121.55867820000002,北投區竹子湖路79之1號,湖田里,北投區,臺北市,4.5,201.0,201.0,0.6920000000000001
6016,珠珠小歇,ChIJn3wCb0eyQjQRKJinwHv_iZw,"('restaurant', 'food')",+886 933 901 379 ,"[25.182803399999997, 121.560724]",25.182803399999997,121.560724,北投區陽金公路,湖田里,北投區,臺北市,4.3,111.0,111.0,0.48100000000000004
6017,金山流水麵 - 綠峯山莊,ChIJ-wIfaKuzQjQRApc0pT2iGIw,"('restaurant', 'food')",,"[25.1883656, 121.5887463]",25.1883656,121.5887463,Taiwan,樓厝里,蘆洲區,新北市,4.5,14.0,14.0,0.586
6018,綠峯渡假山莊,ChIJp6ms2_2yQjQRmlWUSzuNSxw,"('campground', 'lodging', 'park', 'restaurant', 'food')",+886 2 2408 0168 ,"[25.188155, 121.58883999999999]",25.188155,121.58883999999999,金山區重和里三重橋22號,重和里,金山區,新北市,4.1,842.0,844.0,0.475
6019,金萬裏大閘蟹,ChIJEaU3kyRNXTQR1crneNmq1k0,"('restaurant', 'food')",+886 976 594 366 ,"[25.1752279, 121.64822240000002]",25.1752279,121.64822240000002,"No. 1號, 5之, 萬里區",雙興里,萬華區,新北市,4.2,80.0,80.0,0.511
6020,緹閣亭園會館,ChIJTaGJXsRMXTQRWNHWyx6KexY,"('restaurant', 'food')",,"[25.190753, 121.6438081]",25.190753,121.6438081,萬里區員潭路55號,磺潭里,萬裏區,新北市,3.5,4.0,,
6021,緹閣小喫店,ChIJWQYn3cZMXTQRP577EkdEh-k,"('restaurant', 'food')",,"[25.19508159999999, 121.6441655]",25.19508159999999,121.6441655,臺灣省新北市 萬里區磺潭里員潭路54號,磺潭里,萬華區,新北市,,,,
6022,天山池大閘蟹,ChIJu0KZdNxMXTQR8RsSmA_kH9k,"('restaurant', 'food')",,"[25.183493600000002, 121.645751]",25.183493600000002,121.645751,萬里區員潭溪,雙興里,萬華區,新北市,3.0,2.0,2.0,
6023,安安土雞城,ChIJvVLHsU9MXTQR4zp8umh6d60,"('restaurant', 'food')",+886 2 2492 9166 ,"[25.1782791, 121.65479950000001]",25.1782791,121.65479950000001,Taiwan,雙興里,萬華區,新北市,,,298.0,0.46399999999999997
6024,安安土雞城,ChIJbTYtF-FMXTQRqU6aMlxoAfQ,"('restaurant', 'food')",+886 2 2492 9166 ,"[25.178259, 121.65483]",25.178259,121.65483,新北市萬里區,雙興里,萬華區,新北市,4.0,298.0,298.0,0.46399999999999997
6025,大腳印複合餐廳,ChIJ2Zpp1vmvQjQRk4COgXjISdk,"('restaurant', 'food')",+886 2 2621 2634 ,"[25.1704029, 121.4490041]",25.1704029,121.4490041,淡水區學府路68號,鄧公里,淡水區,新北市,4.3,1413.0,1415.0,0.38299999999999995
6026,大吉祥香豆富,ChIJC4MV8P6vQjQRmtnHquuNsZU,"('restaurant', 'food')",+886 2 2621 0719 ,"[25.174300100000004, 121.4462652]",25.174300100000004,121.4462652,淡水區學府路171號,中興里,淡水區,新北市,4.1,2636.0,2641.0,0.363
6027,kooks異嗑堂,ChIJFyMs8vevQjQRQh96l36Zua0,"('restaurant', 'food')",+886 2 2625 6161 ,"[25.1702966, 121.44699809999999]",25.1702966,121.44699809999999,"No. 12號, 仁愛街18巷, 淡水區",幸福里,淡水區,新北市,4.2,934.0,935.0,0.39399999999999996
6028,海風餐廳,ChIJhflNUlilQjQRWeB6TKu9cu8,"('restaurant', 'food')",+886 2 2621 2365 ,"[25.1695098, 121.4429768]",25.1695098,121.4429768,淡水區中正路17號,草東里,淡水區,新北市,3.8,2184.0,2188.0,0.49
6029,大塊牛排,ChIJk-e_XFilQjQRIciFTHdXYZI,"('restaurant', 'food')",+886 2 2623 3904 ,"[25.1693308, 121.4439951]",25.1693308,121.4439951,淡水區中正路32號,長庚里,淡水區,新北市,3.3,2146.0,2151.0,0.321
6030,彩日式拉麵專賣店,ChIJOfif1_evQjQRv1h0GYyTkvc,"('restaurant', 'food')",+886 2 2623 8780 ,"[25.168963899999998, 121.4459039]",25.168963899999998,121.4459039,淡水區英專路2巷5號,幸福里,淡水區,新北市,3.6,675.0,676.0,0.312
6031,臺G店 淡水總店-養生藥膳雞湯 街邊美食料理 外帶宅配推薦(人氣高CP值必喫),ChIJCx2ieVilQjQREScRQ4QqvD0,"('restaurant', 'food')",+886 2 8631 6800 ,"[25.1699531, 121.4454622]",25.1699531,121.4454622,淡水區英專路31號,長庚里,淡水區,新北市,3.8,686.0,686.0,0.34
6032,淡水滬尾豆花店,ChIJMUpFc1ilQjQRZ3tWBr0OXJs,"('restaurant', 'food')",+886 2 2622 7936 ,"[25.1696621, 121.44514270000002]",25.1696621,121.44514270000002,淡水區英專路21巷9號,長庚里,淡水區,新北市,4.2,1421.0,1421.0,0.41700000000000004
6033,摩斯漢堡 MOSBURGER (淡水萬熹店),ChIJKYdKop2vQjQRiFYWZFcW13k,"('restaurant', 'food')",,"[25.168609600000003, 121.44585]",25.168609600000003,121.44585,淡水區中正東路35號,幸福里,淡水區,新北市,3.8,555.0,,
6034,福勝亭 淡水店,ChIJDzOGd1ilQjQR2q-VQcqEwq8,"('restaurant', 'food')",+886 2 2629 6815 ,"[25.1690837, 121.4454815]",25.1690837,121.4454815,淡水區英專路6號2樓,幸福里,淡水區,新北市,3.6,515.0,518.0,0.282
6035,歡樂牛排STEAK HOUSE-TAMSUI,ChIJWRQ8CPivQjQRQqu7FXLV9RI,"('restaurant', 'food')",+886 2 2625 2239 ,"[25.1717389, 121.44568840000001]",25.1717389,121.44568840000001,淡水區英專路89號,幸福里,淡水區,新北市,4.1,674.0,674.0,0.413
6036,星星牛排館,ChIJXdRVUFilQjQR2_Y4_FIsp5o,"('restaurant', 'food')",+886 2 2621 1513 ,"[25.1695404, 121.4431429]",25.1695404,121.4431429,淡水區中正路11之4號,草東里,淡水區,新北市,3.9,688.0,689.0,0.466
6037,中日和風飯館,ChIJ53XPpfivQjQRm4tcTNnxRMs,"('restaurant', 'food')",+886 2 2622 0595 ,"[25.1757897, 121.44664270000001]",25.1757897,121.44664270000001,淡水區學府路184號,中興里,淡水區,新北市,3.9,338.0,338.0,0.34600000000000003
6038,正宗牛肉麵,ChIJlemU9vevQjQR7RPHDGm2DEs,"('restaurant', 'food')",+886 2 2621 8051 ,"[25.1704121, 121.4459882]",25.1704121,121.4459882,淡水區仁愛街7號,幸福里,淡水區,新北市,3.8,495.0,495.0,0.28300000000000003
6039,三空泉農園,ChIJh5mLk86vQjQR99mJPptIU28,"('restaurant', 'food')",+886 2 8626 2339 ,"[25.16613760000001, 121.4745358]",25.16613760000001,121.4745358,淡水區樹興里三空泉18號,坪頂里,淡水區,新北市,4.1,741.0,746.0,0.489
6040,阿三哥農莊,ChIJzdcERBmwQjQR1raKt3DlBpU,"('tourist_attraction', 'grocery_or_supermarket', 'park', 'restaurant', 'food')",+886 2 8626 0379 ,"[25.1654328, 121.48113020000001]",25.1654328,121.48113020000001,"1號之3, 淡水區",坪頂里,淡水區,新北市,4.3,123.0,123.0,0.5489999999999999
6041,紅瓦厝懷舊餐廳,ChIJvaqD0uGvQjQRq0S-JbTADcs,"('restaurant', 'food')",+886 2 2626 4959 ,"[25.1769806, 121.4645672]",25.1769806,121.4645672,淡水區北投子路96之7號,學府里,淡水區,新北市,3.9,336.0,336.0,0.528
6042,碧湖園,ChIJV1jgclivQjQRoYto3SVlsSA,"('restaurant', 'food')",,"[25.1708581, 121.48598020000001]",25.1708581,121.48598020000001,淡水區糞箕湖20號,樹興里,淡水區,新北市,4.7,44.0,,
6043,家鄉園,ChIJv1rygMKvQjQR4figkw2BqYU,"('restaurant', 'food')",,"[25.16555910000001, 121.47354990000001]",25.16555910000001,121.47354990000001,"號, 淡水區",坪頂里,淡水區,新北市,4.6,30.0,,
6044,淡水慈心農場(水梘頭),ChIJj2psJCmwQjQRC8JHHs8cRpo,"('restaurant', 'food')",+886 2 2626 0447 ,"[25.1773432, 121.4831844]",25.1773432,121.4831844,淡水區南勢埔43號,水源里,淡水區,新北市,4.5,49.0,50.0,0.43799999999999994
6045,左右逢緣景觀咖啡,ChIJH48LfdavQjQRZZIJsD480VY,"('restaurant', 'food')",+886 2 8626 9566 ,"[25.1725677, 121.48834699999999]",25.1725677,121.48834699999999,淡水區糞箕湖129巷2號,樹興里,淡水區,新北市,4.3,20.0,20.0,0.61
6046,阿玲的店,ChIJU0pq3s6vQjQRFzbyb-6hcns,"('restaurant', 'food')",+886 2 8626 2120 ,"[25.158187899999998, 121.48303290000001]",25.158187899999998,121.48303290000001,淡水區坪頂路755巷1號,坪頂里,淡水區,新北市,4.1,78.0,78.0,0.48100000000000004
6047,小坪頂土雞農家菜,ChIJCc0oVMavQjQRx20tF0NNC-A,"('restaurant', 'food')",+886 2 8626 3098 ,"[25.157326899999997, 121.48468600000001]",25.157326899999997,121.48468600000001,淡水區小坪頂22-2號,坪頂里,淡水區,新北市,4.2,290.0,290.0,0.44299999999999995
6048,哈爾濱東北手工包子,ChIJ22rfr86vQjQRQX2bwJlVYa4,"('restaurant', 'food')",+886 978 859 272 ,"[25.15717919999999, 121.48452900000001]",25.15717919999999,121.48452900000001,淡水區小坪頂路22號,坪頂里,淡水區,新北市,4.2,26.0,26.0,0.377
6049,淡水區北投裏淡江農場紅瓦厝,ChIJgZnAhVelQjQR134Zv9TT8mk,"('restaurant', 'food')",,"[25.1765848, 121.46561750000001]",25.1765848,121.46561750000001,淡水區八,學府里,淡水區,新北市,4.0,1.0,1.0,
6050,洪氏農場,ChIJafs2pOGvQjQRGutxYxVl54A,"('restaurant', 'food')",,"[25.1749093, 121.4646895]",25.1749093,121.4646895,淡水區水源街二段177巷41弄8號346,學府里,淡水區,新北市,4.6,5.0,5.0,0.5489999999999999
6051,紅磚厝,ChIJZ_zRvS-uQjQRNIihu4lloDA,"('restaurant', 'food')",+886 2 2897 5289 ,"[25.1597331, 121.5012959]",25.1597331,121.5012959,北投區復興三路500號,大屯里,北投區,臺北市,4.6,113.0,113.0,0.556
6052,山水香庭園野菜,ChIJ0S6SRvixQjQRH2o-pTH43gQ,"('restaurant', 'food')",+886 2 2861 8828 ,"[25.1731358, 121.53294640000001]",25.1731358,121.53294640000001,北投區竹子湖路33-5號,湖田里,北投區,臺北市,4.1,317.0,317.0,0.436
6053,木珍園,ChIJ0S6SRvixQjQRP_BvRBHKA_c,"('restaurant', 'food')",+886 2 2862 2223 ,"[25.172922699999997, 121.53307269999999]",25.172922699999997,121.53307269999999,北投區竹子湖路33-5號,湖田里,北投區,臺北市,3.7,217.0,217.0,0.361
6054,發現生活園藝休閒花園,ChIJ_aKvY_exQjQRfGKlao5sMB0,"('restaurant', 'food')",+886 2 2862 7898 ,"[25.1717764, 121.5333415]",25.1717764,121.5333415,北投區竹子湖路35-1號,湖田里,北投區,臺北市,4.4,230.0,230.0,0.591
6055,竹子湖 山中園 野菜餐廳,ChIJ_bBK1vmxQjQR2dI34C4JLeQ,"('restaurant', 'food')",+886 2 2861 8211 ,"[25.172774, 121.532946]",25.172774,121.532946,北投區竹子湖路33-7號,湖田里,北投區,臺北市,3.8,694.0,695.0,0.45399999999999996
6056,野菜屋,ChIJsajtI_SxQjQRot0E9qi0NKU,"('restaurant', 'food')",+886 930 062 829 ,"[25.1729362, 121.5301946]",25.1729362,121.5301946,北投區竹子湖路55之17號,湖田里,北投區,臺北市,4.2,238.0,238.0,0.4
6057,3號場餐廳,ChIJl-gibvexQjQRNtlx-zDpzLk,"('restaurant', 'food')",+886 978 271 793 ,"[25.1722661, 121.5334372]",25.1722661,121.5334372,北投區竹子湖路37之5號,湖田里,北投區,臺北市,4.7,31.0,31.0,0.47700000000000004
6058,饅頭哥-手工饅頭 陽明山小饅頭,ChIJHVnHHvexQjQRGvL_iLhcPAg,"('restaurant', 'food')",+886 986 568 528 ,"[25.174052399999997, 121.5329614]",25.174052399999997,121.5329614,北投區竹子湖路51-1號,湖田里,北投區,臺北市,4.1,21.0,21.0,0.498
6059,海芋花木屋餐館,ChIJrXpQcPexQjQRhEFPrYQ49hk,"('restaurant', 'food')",+886 972 768 909 ,"[25.1723092, 121.53357439999999]",25.1723092,121.53357439999999,北投區竹子湖路48號,湖田里,北投區,臺北市,4.1,7.0,7.0,0.6559999999999999
6060,盛泉花園,ChIJf-qdf8CxQjQR4OIrCNEr-8E,"('restaurant', 'food')",+886 930 772 749 ,"[25.175548199999998, 121.53291909999999]",25.175548199999998,121.53291909999999,北投區竹子湖路51號,湖田里,北投區,臺北市,4.8,42.0,42.0,0.6659999999999999
6061,草山行館,ChIJnYcnC_6tQjQRdi9-BffDr1E,"('tourist_attraction', 'restaurant', 'food')",+886 2 2862 2404 ,"[25.154278, 121.53811540000001]",25.154278,121.53811540000001,北投區湖底路89號,湖山里,北投區,臺北市,4.1,1660.0,1666.0,0.574
6062,六窟溫泉餐廳,ChIJKSEgYwiuQjQRpcFwMz8k-QI,"('restaurant', 'food')",+886 2 2861 1728 ,"[25.1533849, 121.5368499]",25.1533849,121.5368499,北投區湖底路81號,湖山里,北投區,臺北市,4.0,2590.0,2600.0,0.44799999999999995
6063,松園禪林,ChIJf4i1ZXGyQjQRVnoOSvRZ4xc,"('restaurant', 'food')",,"[25.158644199999998, 121.56558020000001]",25.158644199999998,121.56558020000001,士林區菁山路101巷160號,菁山里,士林區,臺北市,4.2,656.0,,
6064,菁豔景觀餐廳,ChIJoU6iG_WtQjQR2nJMWjEM5ME,"('restaurant', 'food')",,"[25.1532719, 121.55800259999998]",25.1532719,121.55800259999998,士林區菁山路101巷71弄16號,菁山里,士林區,臺北市,4.3,296.0,,
6065,陽明溫泉渡假村(菁山遊憩區),ChIJoU6iG_WtQjQREZmyUdXqOB4,"('campground', 'cafe', 'lodging', 'park', 'restaurant', 'food')",+886 2 2862 5116 ,"[25.1538972, 121.55790290000002]",25.1538972,121.55790290000002,士林區菁山路101巷71弄16號,菁山里,士林區,臺北市,3.9,280.0,280.0,0.40700000000000003
6066,原心- 料理職人,ChIJz_fhWXGyQjQRl8qJZg36WM8,"('restaurant', 'food')",+886 2 2861 3578 ,"[25.1592706, 121.56579099999999]",25.1592706,121.56579099999999,士林區菁山路101巷160號,菁山里,士林區,臺北市,4.1,47.0,47.0,0.563
6067,坎腳法藥寺,ChIJvcnHaTNNXTQRLDqPI0tb8Dg,"('restaurant', 'food')",,"[25.165525100000004, 121.62981570000001]",25.165525100000004,121.62981570000001,萬里區,溪底里,萬裏區,新北市,5.0,2.0,2.0,0.13
6068,松發鱒鱘料理餐廳,ChIJrYoG5RuzQjQRtKLwuRS4NeM,"('restaurant', 'food')",+886 976 338 777 ,"[25.1601175, 121.6237057]",25.1601175,121.6237057,萬里區福德坑路5號,溪底里,萬裏區,新北市,4.8,25.0,25.0,0.53
6069,香園林養殖休閒農莊,ChIJ-eU97aKyQjQRFu1ofyo4Y_A,"('restaurant', 'food')",+886 909 543 577 ,"[25.164754000000002, 121.63178140000001]",25.164754000000002,121.63178140000001,Taiwan,溪底里,萬華區,新北市,4.1,65.0,65.0,0.479
6070,三姐妹農家樂,ChIJO2AnMldNXTQRvWVmHIE1GQs,"('restaurant', 'food')",+886 932 071 957 ,"[25.1679803, 121.63388229999998]",25.1679803,121.63388229999998,萬里區23號,雙興里,萬裏區,新北市,4.5,134.0,134.0,
6071,酒莊美食餐廳,ChIJyZ7JGQRNXTQRwtshF8f8b5U,"('restaurant', 'food')",+886 2 2492 1616 ,"[25.1653157, 121.66787790000001]",25.1653157,121.66787790000001,萬里區內中福路4號,崁腳里,萬裏區,新北市,4.3,482.0,482.0,0.423
6072,百八魚場 竹圍店,ChIJ3zfbq52vQjQRM5cOK7FdNYg,"('restaurant', 'food')",+886 2 2809 2200 ,"[25.138178200000002, 121.4599517]",25.138178200000002,121.4599517,淡水區民權路91號,竹圍里,淡水區,新北市,3.8,779.0,781.0,0.4
6073,媽媽嘴咖啤 八里母港店,ChIJFWfz24CvQjQRHmmLX6YCMK4,"('cafe', 'bakery', 'restaurant', 'food')",+886 2 2618 3205 ,"[25.142846, 121.44813799999999]",25.142846,121.44813799999999,八里區龍米路二段86-9號,米倉里,八里區,新北市,4.0,3070.0,3069.0,0.45
6074,摩斯漢堡 竹圍店,ChIJqUiX_p2vQjQRcgNVJzg6xLs,"('restaurant', 'food')",+886 2 8809 7012 ,"[25.13718110000001, 121.4603173]",25.13718110000001,121.4603173,淡水區民族路1號1F,竹圍里,淡水區,新北市,3.6,621.0,622.0,0.32
6075,八方雲集 (淡水自強店),ChIJj14FAFilQjQRmqunT3d7C0g,"('restaurant', 'food')",+886 2 2624 1789 ,"[25.133821700000002, 121.4652588]",25.133821700000002,121.4652588,淡水區自強路152 號,福德里,淡水區,新北市,3.7,270.0,270.0,0.337
6076,生魚片/壽司,ChIJqzasz52vQjQRcAp-l-jeRts,"('restaurant', 'food')",+886 983 209 788 ,"[25.1375293, 121.4619476]",25.1375293,121.4619476,淡水區民生路52巷2弄1-1號,竹圍里,淡水區,新北市,4.2,116.0,116.0,0.466
6077,肯德基KFC-淡水竹圍餐廳,ChIJ-_ZH-XGvQjQRluFnNoMDjAk,"('restaurant', 'food')",+886 2 8809 5078 ,"[25.140395899999998, 121.46010659999999]",25.140395899999998,121.46010659999999,淡水區民權路41號,民生里,淡水區,新北市,3.7,950.0,950.0,0.361
6078,甘泉魚麵竹圍店,ChIJ6wyY_J2vQjQRUXAnUAWmmGQ,"('restaurant', 'food')",+886 2 8809 5911 ,"[25.1357979, 121.46246399999998]",25.1357979,121.46246399999998,淡水區民族路33巷16-23號,竹圍里,淡水區,新北市,3.9,263.0,263.0,0.414
6079,芎經園咖啡店複合式餐廳,ChIJhZ8tHu2vQjQRXu75g_seymA,"('restaurant', 'food')",+886 2 2808 6921 ,"[25.1585947, 121.45987179999999]",25.1585947,121.45987179999999,淡水區中正東路二段5巷25號,八勢里,淡水區,新北市,4.2,232.0,232.0,0.568
6080,阿忠師100元平價快炒,ChIJRSovm56vQjQRJ-BBGO7o9kA,"('restaurant', 'food')",+886 2 2809 2187 ,"[25.1383938, 121.4633385]",25.1383938,121.4633385,淡水區民生路73號,竹圍里,淡水區,新北市,4.2,140.0,140.0,0.439
6081,帝王食補 淡水店/薑母鴨/美食/火鍋/餐廳/晚餐,ChIJu6s87POvQjQRZw7NIVbflaM,"('restaurant', 'food')",+886 2 2625 1450 ,"[25.16303259999999, 121.45229740000002]",25.16303259999999,121.45229740000002,淡水區中正東路一段43號,竿蓁里,淡水區,新北市,4.5,382.0,382.0,0.495
6082,好菜園臺灣料理,ChIJUa1S_J2vQjQRejBFb6ILMWM,"('restaurant', 'food')",+886 2 2808 3343 ,"[25.1356592, 121.46239009999998]",25.1356592,121.46239009999998,淡水區民族路35號,竹圍里,淡水區,新北市,4.0,937.0,937.0,0.369
6083,頂呱呱,ChIJq8TEo52vQjQRUbQU2NrzzKk,"('restaurant', 'food')",+886 2 2809 9296 ,"[25.1373484, 121.4602146]",25.1373484,121.4602146,淡水區民權路115號,竹圍里,淡水區,新北市,3.4,211.0,211.0,0.336
6084,竹圍極品牛排,ChIJA7vZyJ2vQjQRVaJLTdhz45I,"('restaurant', 'food')",+886 2 2808 0839 ,"[25.137594699999998, 121.4616936]",25.137594699999998,121.4616936,淡水區民生路16巷27號,竹圍里,淡水區,新北市,4.5,193.0,193.0,0.431
6085,水餃多利,ChIJ28352p6vQjQRVP5_C0u7dNE,"('meal_delivery', 'meal_takeaway', 'restaurant', 'food')",+886 2 2808 0885 ,"[25.139138, 121.465066]",25.139138,121.465066,淡水區民生路117巷10號,竹圍里,淡水區,新北市,4.8,12.0,12.0,0.48700000000000004
6086,馬偕紀念醫院附設沐陽工作坊,ChIJ07AVZ5yvQjQRWnAKv4iV0DM,"('restaurant', 'food')",+886 2 2809 4661#3002 ,"[25.1398075, 121.4603564]",25.1398075,121.4603564,淡水區民權路47號,民生里,淡水區,新北市,4.5,21.0,21.0,0.625
6087,拉亞漢堡-淡水淡金,ChIJjwsOPgqwQjQR1E1JHr-cGG0,"('restaurant', 'food')",+886 2 8626 8099 ,"[25.160828, 121.45805390000001]",25.160828,121.45805390000001,淡水區淡金路16巷35號,竿蓁里,淡水區,新北市,3.4,171.0,171.0,0.335
6088,閑恬Mydeli手作美味坊,ChIJzSLfKeyvQjQRphds3ThT704,"('restaurant', 'food')",+886 2 8626 3159 ,"[25.1615587, 121.456703]",25.1615587,121.456703,淡水區坪頂路22號,竿蓁里,淡水區,新北市,4.3,282.0,282.0,0.535
6089,庹媽媽麵食館,ChIJVwMpm56vQjQR9X-yYoImne0,"('restaurant', 'food')",+886 2 2808 6681 ,"[25.1383891, 121.4632794]",25.1383891,121.4632794,淡水區民生路71號,竹圍里,淡水區,新北市,3.8,132.0,132.0,0.381
6090,大呼過癮臭臭鍋（竹圍店）,ChIJzwXpy52vQjQRh10DCahHuC4,"('restaurant', 'food')",+886 2 8809 1115 ,"[25.1378539, 121.46161399999998]",25.1378539,121.46161399999998,淡水區民生路42號,竹圍里,淡水區,新北市,3.9,535.0,536.0,0.3720000000000001
6091,Dave&Jess 大衛潔希市集餐廳,ChIJi8IvZsKvQjQRklJOEc2pvKM,"('restaurant', 'grocery_or_supermarket', 'food')",+886 2 8626 9559 ,"[25.162201899999996, 121.45749740000002]",25.162201899999996,121.45749740000002,淡水區坪頂路40號2樓,竿蓁里,淡水區,新北市,4.3,657.0,659.0,0.501
6092,金春發牛肉店,ChIJj7sRkVKuQjQR0YJ0r6nJnE4,"('restaurant', 'food')",+886 2 2892 8072 ,"[25.137658300000002, 121.4932767]",25.137658300000002,121.4932767,北投區中央北路二段169號,豐年里,北投區,臺北市,3.8,1899.0,1903.0,0.316
6093,方家麵線,ChIJsYv9Yq6vQjQRR8E5WxbIV1U,"('restaurant', 'food')",+886 2 2893 2833 ,"[25.138114, 121.484743]",25.138114,121.484743,北投區中央北路三段74號,桃源里,北投區,臺北市,4.0,58.0,58.0,0.36
6094,老麥麵店 餛飩,ChIJh-Ddd66vQjQRBFGWhZE_Lts,"('restaurant', 'food')",+886 2 2895 4982 ,"[25.13850219999999, 121.48558359999998]",25.13850219999999,121.48558359999998,"號, No. 4, 中央北路三段40巷, 北投區",桃源里,北投區,臺北市,4.3,185.0,185.0,0.522
6095,胖老闆,ChIJFeXl2q2vQjQRfAwG7jZnWwU,"('restaurant', 'food')",+886 2 2893 1955 ,"[25.1383658, 121.4861804]",25.1383658,121.4861804,北投區中央北路三段18號,桃源里,北投區,臺北市,4.5,689.0,690.0,0.355
6096,連師傅平價熱炒大宴小酌,ChIJrxAu0a2vQjQRMtuQaRj3N4w,"('restaurant', 'food')",+886 2 2895 0370 ,"[25.138114, 121.48598999999999]",25.138114,121.48598999999999,"號, No. 17, 中央北路三段, 北投區",桃源里,北投區,臺北市,4.1,193.0,193.0,0.466
6097,【野餐咖啡館 PIQUE NIQUE 】北投美食 北投咖啡廳 北投下午茶 天母美食 天母咖啡廳 復興崗美食,ChIJaRAgia6vQjQRMfGNHE7kAII,"('restaurant', 'food')",+886 2 2895 1181 ,"[25.1378865, 121.48559499999999]",25.1378865,121.48559499999999,北投區中央北路三段53巷1號,桃源里,北投區,臺北市,4.3,271.0,271.0,0.583
6098,明亮食堂,ChIJObOSrE-uQjQRkcFjdDaOGGE,"('restaurant', 'food')",+886 2 2895 5380 ,"[25.145222, 121.49411599999999]",25.145222,121.49411599999999,北投區中和街511號之一,智仁里,北投區,臺北市,4.2,138.0,138.0,0.33399999999999996
6099,今味雞腿飯,ChIJK4w0uUuuQjQRgLd7JdAcyDU,"('restaurant', 'food')",+886 2 2892 8786 ,"[25.1450942, 121.4953451]",25.1450942,121.4953451,北投區中和街481號,智仁里,北投區,臺北市,4.0,518.0,518.0,0.409
6100,七褔牛肉麵水餃店,ChIJ47C8JG2vQjQRAm-XEGM9KGU,"('restaurant', 'food')",+886 2 2895 4537 ,"[25.14519689999999, 121.49424740000002]",25.14519689999999,121.49424740000002,北投區中和街509號,智仁里,北投區,臺北市,3.9,187.0,187.0,0.366
6101,苗栗客家菜館,ChIJH49Bw0uuQjQRtDcz8k2U_QU,"('restaurant', 'food')",+886 2 2894 4082 ,"[25.144794, 121.49623400000002]",25.144794,121.49623400000002,北投區中和街457之8號,秀山里,北投區,臺北市,4.6,1295.0,1295.0,0.457
